prikey,Key,User,Upload Time,Survey Name,Version,Complete,Survey Notes,Location Trigger,Instance Name,_start,_end,_device,site,plot,quadrat,host,phenologyhost__1,phenologyhost__2,phenologyhost__3,light,gbh1,gbh2,gbh3,gbh4,gbh5,infest
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,43,52,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,35,47,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Azadirachta indica,1,0,0,2,59,50,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,5.40000000000000036,40,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,5,34,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,5,84,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,4.5,40,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,4.5,33,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,20,40,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,20,50,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,25,63,21,56,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,29.3000000000000007,31,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,30,31,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,30,32,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,5,50,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Peltophorum pterocarpum,1,0,0,47.3999999999999986,57,35,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Azadirachta indica,1,1,0,17.6000000000000014,25,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,17.6000000000000014,28,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,20,18,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,27.6999999999999993,25,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Azadirachta indica,1,0,0,30,25,18,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,28,21,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,47,10,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,0,0,0,47,12,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,50,26,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,45,28,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,45,11,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,45,21,,,,,1
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Ziziphus oenoplia,1,0,1,29,25,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,45,31,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,45,34,,,,,1
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,50,37,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,47,18,,,,,1
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,1.69999999999999996,18,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,2,10,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,3,12,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,3,28,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,4.79999999999999982,14,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,4.79999999999999982,12,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Benkara malabarica,1,0,1,3,9,6,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,3.89999999999999991,10,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Ziziphus oenoplia,1,0,0,4.90000000000000036,10,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,30,15,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Azadirachta indica,1,0,0,3,25,29,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,22,25,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,22,25,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,23,17,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,23,37,,,,,1
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,32,47,,,,,1
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,30,31,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,25.6000000000000014,25,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,0,0,0,26,31,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,45,15,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,43,15,,,,,2
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,16.3000000000000007,34,,,,,1
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,35,15,,,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Acacia auriculiformis,1,1,1,4.20000000000000018,19,24,,,,1
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,6,10.5,,,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,7,17.5,,,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,8,15.1999999999999993,,,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,9,12,,,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Azadirachta indica,1,0,0,14,14,30,,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Azadirachta indica,1,0,0,14,29,,,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Azadirachta indica,1,0,0,14,16,12,32,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Azadirachta indica,1,0,0,14,26,,,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,14,12,7,10,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,14,10,,,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,14,10,6,,,,2
4,,preethi1433@gmail.com,2018-01-09 14:18:42.412+00,9026,3,t,,,,2018-01-09 01:48:55.88+00,2018-01-09 13:26:07+00,864238033920043,pu,behindlibrary,BL2,Morinda coreia,1,0,1,14,9,11,10,,,2
