prikey,Key,User,Upload Time (GMT),Survey Name,Version,Complete,Survey Notes,Location Trigger,Instance Name,_start (GMT),_end (GMT),_device,site,plot,quadrat,host,phenologyhost1,phenologyhost2,phenologyhost3,light,gbh1,gbh2,gbh3,gbh4,gbh5,infest,biomass,phenologypar1,phenologypar2,phenologypar3,clump,poll,disp,foli
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,45,11,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,45,21,,,,,1,2,0,0,0,1,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Ziziphus oenoplia,1,0,1,29,25,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,45,31,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,45,34,,,,,1,2,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,45,34,,,,,1,2,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,45,34,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,45,34,,,,,1,2,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,45,34,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,50,37,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,47,18,,,,,1,3,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,1.69999999999999,18,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,2,10,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,3,12,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,3,28,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,4.79999999999999,14,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,4.79999999999999,12,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,3,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,3,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,4,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,3,0,0,0,1,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,4,1,0,1,2,,Flowerpecker 1,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,4,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,4,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,2,1,0,0,1,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,3,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Benkara malabarica,1,0,1,3,9,6,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,3.89999999999999,10,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Ziziphus oenoplia,1,0,0,4.9,10,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,30,15,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Azadirachta indica,1,0,0,3,25,29,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,22,25,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,22,25,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,23,17,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,23,37,,,,,1,2,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,23,37,,,,,1,4,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,32,47,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,30,31,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,25.6,25,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,0,0,0,26,31,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,45,15,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,43,15,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,16.3,34,,,,,1,2,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,35,15,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,35,37,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Ziziphus oenoplia,1,0,1,8,11,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,56,28,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Peltophorum pterocarpum,1,0,0,32,15,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,5.59999999999999,21,25,28,,,1,3,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,6,21,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,5.7,18,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,12.5,18,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,0.699999999999999,15,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,0.299999999999999,83,106,,,,1,2,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,0.299999999999999,83,106,,,,1,4,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,0.299999999999999,83,106,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,11,20,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,11,20,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,26,27,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,25,25,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,31.3999999999999,37,,,,,2,,0,0,0,,,,
