prikey,Key,User,Upload Time,Survey Name,Version,Complete,Survey Notes,Location Trigger,Instance Name,_start,_end,_device,site,plot,quadrat,host,phenologyhost1,phenologyhost2,phenologyhost3,light,gbh1,gbh2,gbh3,gbh4,gbh5,infest,biomass,phenologypar1,phenologypar2,phenologypar3,clump,poll,disp,foli
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,4,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,4,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,4,1,0,1,2,,Flowerpecker 1,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,3,0,0,0,1,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,4,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,3,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,1.5,40,,,,,1,3,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Azadirachta indica,1,1,0,17.6000000000000014,25,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,17.6000000000000014,28,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,20,18,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,27.6999999999999993,25,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Azadirachta indica,1,0,0,30,25,18,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,28,21,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,47,10,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,0,0,0,47,12,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,50,26,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,45,28,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,45,11,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,45,21,,,,,1,2,0,0,0,1,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Ziziphus oenoplia,1,0,1,29,25,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,0,45,31,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,45,34,,,,,1,2,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,45,34,,,,,1,2,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,45,34,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,45,34,,,,,1,2,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,45,34,,,,,1,1,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,50,37,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,47,18,,,,,1,3,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,1.69999999999999996,18,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,2,10,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,1,1,3,12,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,3,28,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,4.79999999999999982,14,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,4.79999999999999982,12,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Peltophorum pterocarpum,1,0,0,47.3999999999999986,57,35,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,5,50,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,30,32,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,30,31,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,29.3000000000000007,31,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,25,63,21,56,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,20,50,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,20,40,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,4.5,33,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,4.5,40,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,5,84,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,5,34,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,5.40000000000000036,40,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Azadirachta indica,1,0,0,2,59,50,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,35,47,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,43,52,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,34.5,36,24,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,18.5,37,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,20.3999999999999986,33,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,25,39,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,23,54,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,25,56,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Azadirachta indica,1,0,0,28,61,50,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,27,40,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,24,31,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,25,48,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,24,52,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,26,43,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,24.6000000000000014,47,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,19.3000000000000007,32,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Benkara malabarica,1,0,1,16.1000000000000014,25,17,17,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,9.80000000000000071,47,21,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,10.9000000000000004,52,34,,,,1,1,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,10.9000000000000004,52,34,,,,1,3,1,0,0,1,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,10.9000000000000004,52,34,,,,1,4,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,10.9000000000000004,52,34,,,,1,2,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,6.40000000000000036,13,14,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,0.599999999999999978,21,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,22.1000000000000014,15,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,5.29999999999999982,15,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,26.6000000000000014,54,,,,,1,3,1,0,1,2,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Azadirachta indica,1,0,0,40,7,8,7,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Mangifera indica,1,0,0,43,30,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,26,44,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,25,32,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09 13:29:14.678+00,9026,3,t,,,,2018-01-08 00:44:16.17+00,2018-01-09 12:36:38+00,864238033920043,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,31.3999999999999986,37,,,,,2,,0,0,0,,,,
