prikey,Key,User,Upload Time (GMT),Survey Name,Version,Complete,Survey Notes,Location Trigger,Instance Name,_start (GMT),_end (GMT),_device,site,plot,quadrat,host,phenologyhost1,phenologyhost2,phenologyhost3,light,gbh1,gbh2,gbh3,gbh4,gbh5,infest,biomass,phenologypar1,phenologypar2,phenologypar3,clump,poll,disp,foli
9,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 1 in aranya entry straight right,,,2018-01-23T01:48:29Z,2018-01-29T11:05:02Z,-2147483648,aranya,plot1,,Albizia lebbeck,1,0,0,2,14,,,,,2,,,,,,,,
9,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 1 in aranya entry straight right,,,2018-01-23T01:48:29Z,2018-01-29T11:05:02Z,-2147483648,aranya,plot1,,Manilkara hexandra,1,1,0,14,8,6,10,,,2,,,,,,,,
9,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 1 in aranya entry straight right,,,2018-01-23T01:48:29Z,2018-01-29T11:05:02Z,-2147483648,aranya,plot1,,Ziziphus oenoplia,1,0,1,5,7,5,,,,2,,,,,,,,
9,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 1 in aranya entry straight right,,,2018-01-23T01:48:29Z,2018-01-29T11:05:02Z,-2147483648,aranya,plot1,,Acacia auriculiformis,1,0,0,18,13,,,,,2,,,,,,,,
9,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 1 in aranya entry straight right,,,2018-01-23T01:48:29Z,2018-01-29T11:05:02Z,-2147483648,aranya,plot1,,Morinda coreia,1,0,0,23,18,20,,,,1,4,1,0,0,1,,,
9,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 1 in aranya entry straight right,,,2018-01-23T01:48:29Z,2018-01-29T11:05:02Z,-2147483648,aranya,plot1,,Morinda coreia,1,0,0,23,18,20,,,,1,1,1,0,0,2,,,
9,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 1 in aranya entry straight right,,,2018-01-23T01:48:29Z,2018-01-29T11:05:02Z,-2147483648,aranya,plot1,,Cleistanthus collinus,1,0,1,46.5,15,12,19,,,2,,,,,,,,
9,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 1 in aranya entry straight right,,,2018-01-23T01:48:29Z,2018-01-29T11:05:02Z,-2147483648,aranya,plot1,,Acacia auriculiformis,1,0,0,2,14,,,,,2,,,,,,,,
9,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 1 in aranya entry straight right,,,2018-01-23T01:48:29Z,2018-01-29T11:05:02Z,-2147483648,aranya,plot1,,Dodonaea angustifolia,1,0,1,5,12,4,5,,,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Gliricidia sepium,1,0,0,6.4,7,6,4,7,13,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Morinda coreia,1,0,0,5,7,,,,,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Acacia auriculiformis,1,0,0,21,11,,,,,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Morinda coreia,1,0,1,12,17,,,,,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Ziziphus oenoplia,1,0,1,12,9,,,,,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Morinda coreia,1,0,0,43.6,14,,,,,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Ziziphus oenoplia,1,0,1,5,9,,,,,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Gliricidia sepium,1,0,0,7,7,7,6,9,5,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Dodonaea angustifolia,1,1,1,6,4,3,2.5,5,,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Acacia auriculiformis,1,0,0,3,13,,,,,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Dodonaea angustifolia,1,0,1,4,7,3,6,5,,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Casuarina equisetifolia,1,1,1,17.4,32,24,,,,1,3,1,0,0,2,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Casuarina equisetifolia,1,1,1,17.4,32,24,,,,1,2,1,0,0,1,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Casuarina equisetifolia,1,1,1,17.4,32,24,,,,1,3,1,0,0,2,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Syzgium cumini,1,0,0,26.5,45,,,,,2,,,,,,,,
10,,preethi1433@gmail.com,2018-01-29T11:30:19Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] this is plot 2 at aranya after plot 1 walk ahead on right after turning you'll see 3 casuarina,,,2018-01-23T09:10:29Z,2018-01-29T11:05:12Z,-2147483648,aranya,plot2,,Dodonaea angustifolia,1,0,0,31,9,,,,,2,,,,,,,,
